Symbol,Name,Country,Sector,Industry
TRN,Trinity Industries Inc. Common Stock,United States,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,Finance,Real Estate
TRNR,Interactive Strength Inc. Common Stock,United States,Technology,Consumer Electronics/Appliances
TRNS,Transcat Inc. Common Stock,United States,Industrials,Electrical Products
TROO,TROOPS Inc. Ordinary Shares ,China,Technology,Radio And Television Broadcasting And Communications Equipment
TROW,T. Rowe Price Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Canada,Utilities,Natural Gas Distribution
TRS,TriMas Corporation Common Stock,United States,Industrials,Industrial Specialties
TRSG,Tungray Technologies Inc Class A Ordinary Shares,Singapore,Industrials,Industrial Machinery/Components
TRST,TrustCo Bank Corp NY Common Stock,United States,Finance,Major Banks
TRT,Trio-Tech International Common Stock,United States,Technology,Industrial Machinery/Components
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,United States,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTN^F,Triton International Limited 7.625% Series F Cumulative Redeemable Perpetual Preference Shares,United States,,
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,United States,,
TRU,TransUnion Common Stock,United States,Finance,Finance: Consumer Services
TRUE,TrueCar Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
TRUG,TruGolf Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
TRUP,Trupanion Inc. Common Stock,United States,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,United States,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American Depositary Shares,Germany,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,TRX Gold Corporation Common Stock,Canada,Basic Materials,Precious Metals
TS,Tenaris S.A. American Depositary Shares,Luxembourg,Industrials,Steel/Iron Ore
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Canada,Industrials,Metal Fabrications
TSBK,Timberland Bancorp Inc. Common Stock,United States,Finance,Banks
TSBX,Turnstone Biologics Corp. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
TSE,Trinseo PLC Ordinary Shares ,United States,Industrials,Major Chemicals
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSI,TCW Strategic Income Fund Inc. Common Stock,United States,Finance,Investment Managers
TSLA,Tesla Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
TSSI,TSS Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TT,Trane Technologies plc,Ireland,Industrials,Auto Parts:O.E.M.
TTAM,Titan America SA Common Shares,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTAN,ServiceTitan Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
TTC,Toro Company (The) Common Stock,United States,Consumer Discretionary,Tools/Hardware
TTD,The Trade Desk Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
TTE,TotalEnergies SE,France,Energy,Oil & Gas Production
TTEC,TTEC Holdings Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TTEK,Tetra Tech Inc. Common Stock,United States,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
TTI,Tetra Technologies Inc. Common Stock,United States,Energy,Oil & Gas Production
TTMI,TTM Technologies Inc. Common Stock,United States,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTSH,Tile Shop Holdings Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TTWO,Take-Two Interactive Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,Canada,Telecommunications,Telecommunications Equipment
TURB,Turbo Energy S.A. American Depositary Shares,Spain,Miscellaneous,Industrial Machinery/Components
TURN,180 Degree Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A.B. Common Stock,Mexico,Industrials,Broadcasting
TVA,Texas Ventures Acquisition III Corp Class A Ordinary Share,United States,,
TVACU,Texas Ventures Acquisition III Corp Unit,United States,Finance,Blank Checks
TVACW,Texas Ventures Acquisition III Corp Warrants,United States,,
TVAIU,Thayer Ventures Acquisition Corporation II Unit,United States,Finance,Blank Checks
TVC,Tennessee Valley Authority Common Stock,United States,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,United States,Utilities,Electric Utilities: Central
TVGN,Tevogen Bio Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVGNW,Tevogen Bio Holdings Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVRD,Tvardi Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,Travere Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
TWFG,TWFG Inc. Class A Common Stock,United States,Finance,Specialty Insurers
TWG,Top Wealth Group Holding Limited Class A Ordinary Shares,Hong Kong,Consumer Staples,Packaged Foods
TWI,Titan International Inc. (DE) Common Stock,United States,Industrials,Steel/Iron Ore
TWIN,Twin Disc Incorporated Common Stock,United States,Industrials,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
TWN,Taiwan Fund Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
TWNP,Twin Hospitality Group Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
TWO,Two Harbors Investment Corp,United States,Real Estate,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),United States,,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,United States,Real Estate,Real Estate Investment Trusts
TWST,Twist Bioscience Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg,Industrials,Steel/Iron Ore
TXG,10x Genomics Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
TXMD,TherapeuticsMD Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instruments Incorporated Common Stock,United States,Technology,Semiconductors
TXNM,TXNM Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,,Energy,Oil & Gas Production
TXRH,Texas Roadhouse Inc. Common Stock,United States,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,United States,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,United States,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,United States,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,Finance,Investment Managers
TYGO,Tigo Energy Inc. Common Stock,United States,Technology,Semiconductors
TYL,Tyler Technologies Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo Common Stock,United States,Consumer Discretionary,Advertising
TZUP,Thumzup Media Corporation Common Stock,United States,Technology,EDP Services
U,Unity Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,United States,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,United States,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
UAMY,United States Antimony Corporation Common Stock,United States,Industrials,Metal Fabrications
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States,Industrials,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc. Common Stock,United States,Industrials,Aerospace
UBCP,United Bancorp Inc. Common Stock,United States,Finance,Major Banks
UBER,Uber Technologies Inc. Common Stock,United States,Consumer Discretionary,Business Services
UBFO,United Security Bancshares Common Stock,United States,Finance,Major Banks
UBS,UBS Group AG Registered Ordinary Shares,Switzerland,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,United States,Finance,Major Banks
UBX,Unity Biotechnology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UBXG,U-BX Technology Ltd. Ordinary Shares,China,Technology,Computer Software: Programming Data Processing
UCAR,U Power Limited Class A Ordinary Shares,China,Consumer Discretionary,Auto Parts:O.E.M.
UCB,United Community Banks Inc. Common Stock,United States,Finance,Major Banks
UCB^I,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-Cumulative Preferred Stock,United States,,
UCL,uCloudlink Group Inc. American Depositary Shares,Hong Kong,Consumer Discretionary,Telecommunications Equipment
UCTT,Ultra Clean Holdings Inc. Common Stock,United States,Technology,Semiconductors
UDMY,Udemy Inc. Common Stock,United States,Real Estate,Other Consumer Services
UDR,UDR Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States,Finance,Real Estate
UEC,Uranium Energy Corp. Common Stock,Canada,Basic Materials,Other Metals and Minerals
UEIC,Universal Electronics Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
UFCS,United Fire Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
UFG,Uni-Fuels Holdings Limited Class A Ordinary Shares,Singapore,Energy,Oil Refining/Marketing
UFI,Unifi Inc. New Common Stock,United States,Consumer Discretionary,Textiles
UFPI,UFP Industries Inc. Common Stock,United States,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
UG,United-Guardian Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
UGI,UGI Corporation Common Stock,United States,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil,Utilities,Oil/Gas Transmission
UGRO,urban-gro Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
UHAL,U-Haul Holding Company Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
UHG,United Homes Group Inc Class A Common Stock,United States,Consumer Discretionary,Homebuilding
UHGWW,United Homes Group Inc. Warrant,United States,Consumer Discretionary,Homebuilding
UHS,Universal Health Services Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,Technology,EDP Services
UK,Ucommune International Ltd Ordinary Shares,United States,Consumer Discretionary,Business Services
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,United States,Consumer Discretionary,Business Services
UL,Unilever PLC Common Stock,United Kingdom,Consumer Discretionary,Package Goods/Cosmetics
ULBI,Ultralife Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
ULCC,Frontier Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
ULS,UL Solutions Inc. Class A Common Stock,United States,Health Care,Precision Instruments
